20201011	    9	   12
20201012	    3	    8
20201013	    0	   11
20201014	    0	    8
20201015	    0	    7
20201016	    0	    7
20201017	   -1	    5
20201018	   -1	    4
20201019	    5	    8
20201020	    2	    3
20201021	   77	    5
20201022	    0	   10
20201023	    0	    7
20201024	    2	    5
20201025	   26	    2
20201026	   -1	    6
20201027	   35	    4
20201028	  155	    6
20201029	   97	    6
20201030	   20	    2
20201031	   47	    6
20201101	   41	    5
20201102	   48	    4
20201103	   -1	    8
20201104	    0	    8
20201105	    0	    8
20201106	    0	    9
20201107	    0	    8
20201108	   -1	    6
20201109	    1	    7
20201110	   -1	    6
20201111	    0	    4
20201112	   34	    4
20201113	   16	    4
20201114	    3	    5
20201115	   96	    4
20201116	   10	    2
20201117	    5	    2
20201118	   -1	    7
20201119	   14	    4
20201120	   -1	    3
20201121	    1	    1
20201122	   24	    3
20201123	    0	    6
20201124	    0	    3
20201125	    0	    5
20201126	   28	    1
20201127	   17	    2
20201128	    0	    2
20201129	    0	    4
20201130	   79	    1
20201201	   41	    2
20201202	   -1	    0
20201203	   47	    1
20201204	    7	    2
20201205	    0	    4
20201206	   15	    2
20201207	   95	    1
20201208	    0	    2
20201209	    0	    1
20201210	    0	    3
20201211	   24	    1
20201212	   14	    1
20201213	   11	    2
20201214	   83	    1
20201215	   29	    1
20201216	   -1	    4
20201217	   39	    2
20201218	    0	    4
20201219	    1	    3
20201220	   -1	    2
20201221	  196	    1
20201222	   66	    2
20201223	  207	    1
20201224	   61	    2
20201225	   -1	    4
20201226	   18	    2
20201227	   65	    0
20201228	   18	    3
20201229	    9	    2
20201230	    1	    2
20201231	    5	    1
